GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59,HD01_VD60,HD02_VD60,HD01_VD61,HD02_VD61,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71,HD02_VD71,HD01_VD72,HD02_VD72,HD01_VD73,HD02_VD73,HD01_VD74,HD02_VD74,HD01_VD75,HD02_VD75,HD01_VD76,HD02_VD76,HD01_VD77,HD02_VD77,HD01_VD78,HD02_VD78,HD01_VD79,HD02_VD79,HD01_VD80,HD02_VD80,HD01_VD81,HD02_VD81,HD01_VD82,HD02_VD82,HD01_VD83,HD02_VD83,HD01_VD84,HD02_VD84,HD01_VD85,HD02_VD85,HD01_VD86,HD02_VD86,HD01_VD87,HD02_VD87,HD01_VD88,HD02_VD88,HD01_VD89,HD02_VD89,HD01_VD90,HD02_VD90,HD01_VD91,HD02_VD91,HD01_VD92,HD02_VD92,HD01_VD93,HD02_VD93,HD01_VD94,HD02_VD94,HD01_VD95,HD02_VD95,HD01_VD96,HD02_VD96,HD01_VD97,HD02_VD97
0500000US30019,30019,"Daniels County, Montana",1795,151,83,31,207,60,31,15,103,34,76,40,92,34,76,30,84,36,117,33,150,40,172,44,151,44,118,30,81,21,254,54,1620,141,76,31,177,58,29,14,71,34,52,27,79,34,65,29,81,36,112,33,135,37,146,37,151,44,118,30,81,21,247,52,113,83,5,9,26,28,2,5,17,20,0,10,11,17,10,15,0,10,4,6,7,13,24,29,0,10,0,10,0,10,7,8,6,9,0,10,0,10,0,10,4,7,0,10,0,10,0,10,0,10,1,3,0,10,1,3,0,10,0,10,0,10,0,10,56,51,2,3,4,6,0,10,11,17,24,30,2,3,1,4,3,4,0,10,8,13,1,2,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30021,30021,"Dawson County, Montana",9113,43,414,45,1397,76,274,55,596,61,593,62,646,81,407,115,593,137,543,12,699,13,735,108,635,107,477,70,309,71,795,11,7901,281,309,79,1257,123,186,50,271,74,389,109,579,84,342,115,571,139,502,32,666,39,709,109,622,105,466,71,309,71,723,71,253,110,22,28,22,17,11,16,52,37,57,53,33,41,6,7,10,10,4,5,2,3,4,6,7,9,6,7,0,14,17,17,394,115,16,18,33,32,29,46,121,72,77,61,22,21,20,14,4,5,9,10,31,37,22,37,4,5,0,14,0,14,6,10,537,228,67,63,84,84,41,42,149,92,53,56,12,16,39,43,8,11,28,26,0,14,0,14,2,5,5,12,0,14,49,67,28,34,0,14,1,2,7,11,3,7,17,29,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
0500000US30023,30023,"Deer Lodge County, Montana",9126,58,280,42,1271,102,422,116,369,103,464,44,535,94,541,105,500,96,646,56,744,35,738,131,826,135,615,90,371,87,804,10,7657,323,235,56,979,103,187,80,157,83,365,68,426,121,448,102,390,97,591,64,711,40,681,140,770,135,599,89,346,87,772,28,533,187,30,28,56,47,64,60,81,82,9,17,59,61,24,36,62,62,30,37,12,20,17,18,48,46,16,19,17,21,8,12,595,187,15,18,167,100,94,65,59,41,69,46,30,23,30,21,35,25,22,25,21,21,40,45,5,9,0,14,8,9,0,14,324,171,0,14,69,75,77,76,62,57,21,17,20,25,39,46,13,17,3,6,0,14,0,14,3,7,0,14,0,14,17,24,17,25,0,14,0,14,0,14,10,23,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,7,11
0500000US30025,30025,"Fallon County, Montana",2938,129,175,28,493,52,38,40,154,51,191,35,207,27,174,44,138,34,186,39,239,33,226,58,228,55,166,44,101,35,222,39,2477,169,135,37,371,69,38,40,108,57,163,40,153,46,132,45,92,37,166,39,215,34,213,56,216,56,166,44,100,34,209,38,197,87,24,21,41,27,0,10,0,10,1,3,27,33,24,24,33,22,3,5,13,18,12,15,12,16,0,10,0,10,7,7,145,105,2,3,67,58,0,10,19,22,1,3,14,19,18,23,0,10,12,19,11,18,0,10,0,10,0,10,1,2,0,10,119,68,14,16,14,19,0,10,27,31,26,23,13,14,0,10,13,14,5,7,0,10,1,2,0,10,0,10,0,10,6,8,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30027,30027,"Fergus County, Montana",11400,52,469,59,1685,43,204,67,454,67,578,65,597,20,578,113,612,142,675,7,975,62,1135,150,898,164,673,99,632,97,1235,57,9547,429,371,76,1253,206,173,71,267,104,316,104,412,127,499,117,490,116,616,53,922,63,1036,145,785,154,636,108,621,97,1150,78,1061,358,43,49,336,182,0,16,79,68,136,87,156,129,50,51,16,17,30,42,46,49,74,60,46,40,0,16,7,13,42,35,464,153,15,18,19,13,3,4,48,52,118,56,16,29,29,21,70,83,25,31,4,6,23,23,25,26,22,28,4,8,43,30,308,170,40,65,69,92,28,36,50,76,8,19,13,24,0,16,36,33,4,10,3,5,0,16,42,61,15,26,0,16,0,16,20,24,0,16,8,10,0,16,10,22,0,16,0,16,0,16,0,16,0,16,0,16,2,3,0,16,0,16,0,16,0,16
0500000US30029,30029,"Flathead County, Montana",91239,220,4319,261,15732,184,2211,134,4909,174,5037,76,5630,173,5248,419,5281,420,6337,171,7341,128,8532,430,6186,430,4936,278,3477,281,6063,104,80523,1105,3678,290,13805,433,1731,150,3578,316,3915,299,4680,238,4676,401,4796,415,5832,226,6525,262,8065,429,5767,426,4581,287,3386,294,5508,174,6053,864,404,164,1297,389,232,101,618,211,681,215,683,198,427,125,207,96,140,83,431,157,238,90,217,99,122,54,52,48,304,113,1018,308,33,44,205,148,111,95,142,75,155,132,19,26,32,37,30,45,35,37,52,34,23,22,42,40,47,47,18,28,74,60,3479,675,184,148,401,187,128,65,562,212,285,149,213,114,109,72,234,179,330,129,313,182,201,98,160,76,186,91,21,22,152,83,166,125,20,31,24,30,9,17,9,10,1,5,35,56,4,6,14,17,0,23,20,27,5,9,0,23,0,23,0,23,25,34
0500000US30031,30031,"Gallatin County, Montana",91982,186,4588,195,13573,48,3715,86,11363,153,7747,162,7445,124,6421,409,5276,445,5423,129,6041,130,6147,325,4618,325,3228,216,2394,196,4003,49,69945,1337,3591,231,11512,408,770,300,5274,565,4787,419,5578,324,5391,389,4440,401,4754,208,5408,190,5644,320,4179,324,2917,230,2213,190,3487,174,12135,967,636,221,1389,287,342,142,3887,461,1894,367,1254,293,543,155,504,180,411,178,374,130,204,79,180,85,133,59,64,50,320,136,4031,685,84,57,243,155,1144,200,1150,396,483,242,256,135,176,79,87,68,87,45,67,39,86,76,26,32,43,30,25,27,74,58,5520,895,263,160,411,223,1376,292,961,229,508,132,347,140,283,128,245,143,169,119,181,84,203,96,227,123,135,88,89,70,122,95,351,104,14,17,18,15,83,55,91,52,75,59,10,16,28,31,0,23,2,5,11,13,10,11,6,8,0,23,3,4,0,23
0500000US30033,30033,"Garfield County, Montana",1093,103,74,31,176,41,18,12,40,18,45,17,83,24,53,18,41,17,95,22,50,17,86,24,89,25,119,37,42,18,82,23,1001,104,58,29,147,37,14,11,39,18,44,17,67,23,40,17,37,16,95,22,49,17,86,24,83,24,119,37,42,18,81,22,71,46,14,19,25,26,1,3,1,2,1,3,10,9,13,8,4,5,0,10,1,2,0,10,0,10,0,10,0,10,1,3,9,9,0,10,0,10,3,3,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,6,9,0,10,0,10,0,10,12,10,2,4,4,3,0,10,0,10,0,10,6,6,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30035,30035,"Glacier County, Montana",13407,89,1042,80,3075,80,418,152,1008,125,842,88,739,43,759,132,737,138,862,3,992,6,837,115,635,115,435,67,408,62,618,2,11119,557,760,100,2711,118,284,89,611,138,645,99,495,109,613,126,640,139,743,53,810,137,803,113,613,116,413,65,408,62,570,32,1390,411,236,87,286,93,4,5,149,112,158,61,175,90,83,68,14,11,70,46,119,97,32,36,7,13,22,26,0,16,35,31,430,185,46,38,59,43,0,16,108,82,24,25,66,52,12,15,63,65,44,36,0,16,2,6,0,16,0,16,0,16,6,10,406,232,0,16,19,22,79,126,129,116,15,17,3,5,51,84,20,18,5,10,63,62,0,16,15,20,0,16,0,16,7,11,62,82,0,16,0,16,51,78,11,23,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
0500000US30037,30037,"Golden Valley County, Montana",733,117,26,30,104,37,6,5,34,49,25,22,20,11,26,17,42,17,48,16,67,21,101,23,61,22,44,16,36,14,93,25,621,82,6,6,76,29,6,5,18,24,13,10,17,10,24,17,38,16,43,17,65,21,97,24,53,20,39,15,36,14,90,25,29,27,0,10,8,11,0,10,3,4,0,10,0,10,0,10,0,10,3,4,0,10,2,2,5,7,5,8,0,10,3,3,68,64,20,29,20,19,0,10,1,2,12,19,3,4,2,3,4,5,1,3,0,10,2,3,3,3,0,10,0,10,0,10,13,26,0,10,0,10,0,10,12,25,0,10,0,10,0,10,0,10,1,2,0,10,0,10,0,10,0,10,0,10,0,10,2,3,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2,3,0,10,0,10,0,10,0,10,0,10
0500000US30039,30039,"Granite County, Montana",3100,20,108,19,414,30,73,28,92,36,88,20,122,4,165,41,110,42,188,4,266,10,318,70,315,61,315,38,198,37,328,10,2568,133,40,21,305,58,46,26,63,34,38,17,99,17,86,32,108,42,174,15,242,23,287,67,284,64,278,41,195,37,323,13,159,92,4,7,66,55,1,3,5,8,13,13,6,10,12,12,2,3,3,4,0,10,14,22,16,25,15,16,0,10,2,3,241,78,46,25,36,23,8,9,19,14,29,22,17,17,32,25,0,10,1,4,7,6,17,26,15,14,11,13,0,10,3,6,124,74,18,20,0,10,18,21,4,5,8,13,0,10,35,32,0,10,10,14,17,22,0,10,0,10,11,11,3,6,0,10,8,10,0,10,7,9,0,10,1,2,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30041,30041,"Hill County, Montana",16135,85,1035,91,3098,34,504,18,1217,26,1142,61,975,19,796,126,941,127,927,22,1193,34,1297,110,836,114,752,78,404,77,1018,26,14207,443,790,124,2990,71,312,73,860,141,673,124,930,43,716,111,907,126,879,47,1112,51,1176,128,782,114,742,78,380,75,958,65,1257,458,202,117,78,47,39,30,271,132,280,121,33,30,43,50,30,18,32,39,55,46,92,55,38,27,7,10,14,21,43,51,445,133,34,31,18,20,126,59,61,44,107,53,0,16,25,29,4,5,0,16,19,20,21,27,12,15,0,16,10,9,8,11,196,106,9,13,4,6,27,32,22,22,63,71,12,21,12,18,0,16,16,26,7,11,8,9,4,5,3,4,0,16,9,15,30,35,0,16,8,11,0,16,3,6,19,34,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
0500000US30043,30043,"Jefferson County, Montana",11356,37,396,40,2037,56,239,15,425,19,407,23,492,24,547,88,694,94,861,38,1061,32,1362,114,934,121,770,91,525,94,606,20,9671,307,341,50,1658,132,211,27,245,63,246,53,365,57,440,89,592,93,676,71,939,55,1219,129,904,125,747,88,488,93,600,23,474,179,21,24,70,39,4,8,35,35,66,47,30,28,23,17,18,27,58,55,43,32,75,64,9,15,0,16,16,18,6,10,857,231,27,29,225,100,9,13,107,58,76,50,31,26,60,33,63,47,97,49,44,29,53,45,21,24,23,27,21,17,0,16,353,158,7,7,83,74,15,15,38,37,19,29,66,47,24,18,21,19,30,33,35,28,15,24,0,16,0,16,0,16,0,16,1,2,0,16,1,2,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
0500000US30045,30045,"Judith Basin County, Montana",2014,8,54,27,335,44,15,10,96,41,59,27,90,29,96,24,95,26,154,37,225,49,196,43,153,37,138,36,134,39,174,41,1822,61,54,27,308,48,15,10,61,32,32,18,78,29,93,24,87,27,145,37,212,48,162,34,144,36,131,35,126,38,174,41,40,30,0,10,8,12,0,10,0,10,0,10,4,6,0,10,0,10,0,10,0,10,20,19,2,3,2,3,4,5,0,10,86,42,0,10,19,21,0,10,3,4,19,17,8,9,3,4,7,7,2,3,13,13,7,10,0,10,5,8,0,10,0,10,65,27,0,10,0,10,0,10,32,19,8,13,0,10,0,10,0,10,7,6,0,10,7,7,7,7,0,10,4,5,0,10,1,2,0,10,0,10,0,10,0,10,0,10,0,10,0,10,1,2,0,10,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30047,30047,"Lake County, Montana",28595,104,1573,105,5186,51,591,55,1707,69,1465,45,1524,70,1539,175,1449,173,1723,25,2088,21,2137,234,2307,232,1747,156,1409,157,2150,57,24273,542,1186,156,4325,197,385,77,1007,174,1119,111,1185,116,1197,156,1209,175,1512,70,1907,94,1993,224,2170,227,1659,164,1356,158,2063,69,2230,412,196,85,599,166,81,54,303,123,174,79,227,112,171,70,140,75,108,52,70,43,59,37,51,47,27,23,16,15,8,9,1118,337,142,88,144,84,28,28,191,93,145,75,65,43,99,56,74,62,50,41,41,44,31,35,15,17,12,16,37,36,44,32,791,169,49,34,104,63,72,52,121,65,27,33,43,34,41,43,26,24,51,37,70,65,54,37,71,59,49,41,0,18,13,13,183,129,0,18,14,15,25,39,85,102,0,18,4,6,31,66,0,18,2,5,0,18,0,18,0,18,0,18,0,18,22,23
0500000US30049,30049,"Lewis and Clark County, Montana",64102,141,3169,147,10512,92,1610,99,3999,161,3811,108,4087,128,3674,312,3786,307,4336,116,5281,119,5225,284,4964,287,3170,209,2398,208,4080,82,53152,1084,2350,236,8716,387,855,233,2106,262,2426,259,2910,269,3137,325,3256,287,3924,157,4819,198,4924,283,4683,301,2986,239,2272,206,3788,152,6806,961,551,180,1231,387,256,180,1229,307,801,204,778,235,333,139,348,171,190,87,386,167,106,85,183,92,135,87,83,58,196,107,2105,443,146,80,334,189,220,110,378,152,293,126,169,84,91,48,118,80,63,41,49,35,115,56,43,29,34,34,30,48,22,27,1798,346,104,69,168,84,269,119,257,136,291,126,199,79,105,62,40,40,159,90,27,26,71,63,39,32,15,19,13,19,41,42,241,101,18,21,63,49,10,18,29,30,0,23,31,32,8,16,24,27,0,23,0,23,9,14,16,18,0,23,0,23,33,40
0500000US30051,30051,"Liberty County, Montana",2218,184,104,37,309,63,68,45,127,40,130,54,109,47,76,35,138,67,185,39,160,37,174,39,134,36,96,29,138,39,270,51,2027,179,104,37,301,60,39,24,82,35,101,33,106,47,76,35,108,43,167,32,160,37,174,39,134,36,96,29,138,39,241,53,69,84,0,10,0,10,0,10,28,42,1,4,0,10,0,10,27,41,0,10,0,10,0,10,0,10,0,10,0,10,13,14,31,36,0,10,0,10,1,2,4,5,0,10,3,4,0,10,0,10,15,33,0,10,0,10,0,10,0,10,0,10,8,12,62,73,0,10,0,10,28,43,13,28,13,28,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,8,11,29,40,0,10,8,12,0,10,0,10,15,34,0,10,0,10,3,4,3,4,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30053,30053,"Lincoln County, Montana",19289,85,731,79,2753,66,402,64,757,52,762,15,840,30,954,170,989,172,1278,38,1637,44,2039,220,1726,213,1732,159,1064,159,1625,47,17020,428,563,99,2384,178,262,74,596,106,458,137,645,101,820,167,915,183,1120,89,1462,83,1892,210,1630,213,1679,164,1035,163,1559,60,1178,366,97,67,225,141,99,107,37,40,117,88,134,84,123,78,38,30,34,33,63,49,50,43,59,40,26,29,29,29,47,40,384,191,22,35,46,45,10,14,35,38,116,136,15,24,2,4,0,16,47,45,7,10,66,74,10,11,0,16,0,16,8,12,701,264,49,45,98,67,31,44,83,70,71,47,46,40,9,14,36,37,77,60,105,75,31,25,27,34,27,42,0,16,11,13,6,12,0,16,0,16,0,16,6,12,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
0500000US30055,30055,"McCone County, Montana",1729,116,84,32,231,58,13,12,59,28,107,37,91,26,87,29,61,24,96,26,192,29,176,31,133,28,108,32,80,30,211,36,1656,111,76,30,220,57,13,12,59,28,94,35,71,28,75,27,61,24,96,26,192,29,176,31,130,28,106,32,78,29,209,34,20,18,6,8,2,3,0,10,0,10,2,3,6,7,0,10,0,10,0,10,0,10,0,10,0,10,2,3,0,10,2,6,22,15,0,10,0,10,0,10,0,10,5,5,0,10,12,13,0,10,0,10,0,10,0,10,3,4,0,10,2,4,0,10,31,23,2,7,9,9,0,10,0,10,6,6,14,13,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30057,30057,"Madison County, Montana",7693,17,332,48,1004,29,124,6,331,31,325,23,334,2,419,75,360,75,463,14,626,32,772,103,807,104,625,87,469,86,702,12,6626,283,294,57,876,98,94,23,116,90,195,52,305,32,330,83,348,75,401,44,566,55,663,108,750,109,597,90,442,80,649,37,519,244,20,29,107,94,10,12,33,34,43,30,4,6,70,79,2,3,26,32,56,45,57,53,21,16,28,31,22,20,20,17,195,76,0,14,5,6,9,11,38,26,32,25,10,14,8,12,7,8,10,12,1,2,31,26,23,25,0,14,1,3,20,28,345,186,18,28,16,13,11,20,136,133,55,43,15,24,11,15,3,5,26,29,3,6,21,21,13,10,0,14,4,8,13,16,8,12,0,14,0,14,0,14,8,12,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
0500000US30059,30059,"Meagher County, Montana",2014,186,112,37,309,60,45,23,72,26,94,37,125,30,108,37,85,41,101,31,186,37,209,43,150,38,125,33,103,27,190,50,1692,191,81,39,246,66,22,16,38,22,65,34,104,32,92,40,45,26,99,31,171,36,193,43,143,37,120,34,99,26,174,49,191,103,31,22,47,33,10,13,25,19,18,17,21,21,0,10,18,26,0,10,12,18,0,10,0,10,0,10,1,2,8,8,101,60,0,10,16,16,13,11,9,12,11,12,0,10,16,22,22,30,2,3,3,4,6,9,0,10,0,10,3,4,0,10,30,18,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,10,8,7,11,5,6,0,10,8,12,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30061,30061,"Mineral County, Montana",4162,50,209,94,474,112,112,42,201,52,118,53,144,74,274,77,148,71,275,*****,355,*****,325,63,483,63,368,65,281,65,395,*****,3654,231,167,88,361,116,85,39,116,44,99,52,130,78,168,101,146,70,264,11,315,30,325,63,445,68,368,65,274,66,391,7,101,65,0,10,25,34,0,10,0,10,9,11,3,8,24,26,1,2,8,10,13,19,0,10,13,17,0,10,1,2,4,7,233,132,42,59,0,10,5,11,74,57,10,14,0,10,82,88,1,3,0,10,2,4,0,10,11,18,0,10,6,7,0,10,174,124,0,10,88,113,22,23,11,20,0,10,11,15,0,10,0,10,3,5,25,23,0,10,14,18,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30063,30063,"Missoula County, Montana",110160,164,5229,222,15707,153,4089,209,13072,241,8993,202,8229,195,6599,478,6262,468,6505,174,7332,136,8015,410,6344,395,5153,272,2973,263,5658,69,85750,1405,4055,313,13086,492,1723,272,6356,574,5450,502,5809,390,5491,422,5524,451,5597,274,6509,222,7295,407,5974,357,4708,262,2877,256,5296,147,14385,1260,754,236,1657,345,818,253,4317,570,2124,385,1592,314,743,241,418,140,412,166,457,164,353,176,156,59,360,179,51,47,173,85,4657,629,174,140,426,252,835,209,1049,294,491,198,411,167,188,120,202,159,301,176,124,76,147,94,97,76,36,31,21,38,155,98,4636,606,171,124,438,201,690,161,1204,271,764,328,409,149,122,99,118,84,189,111,164,111,171,107,103,80,47,47,12,16,34,41,732,356,75,87,100,94,23,24,146,79,164,169,8,14,55,57,0,23,6,12,78,70,49,51,14,21,2,4,12,19,0,23
0500000US30065,30065,"Musselshell County, Montana",4660,124,120,31,791,51,152,57,168,61,174,22,217,30,208,54,241,64,317,31,424,45,513,97,406,99,342,59,233,70,354,30,3973,195,104,28,618,63,75,51,127,67,117,46,195,36,177,54,186,53,264,45,359,54,486,102,370,92,329,60,233,70,333,33,441,177,12,14,108,75,63,39,35,26,18,19,6,9,17,18,46,41,18,16,55,38,27,27,10,15,13,15,0,10,13,20,152,69,4,6,26,18,4,7,1,3,39,42,8,13,14,14,7,10,31,36,10,16,0,10,0,10,0,10,0,10,8,10,87,46,0,10,32,14,10,15,5,10,0,10,8,12,0,10,2,6,4,6,0,10,0,10,26,36,0,10,0,10,0,10,7,11,0,10,7,11,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30067,30067,"Park County, Montana",15536,56,686,74,2214,48,325,102,609,111,739,36,907,34,802,184,1183,182,1157,67,1322,10,1581,178,1191,188,1021,128,658,131,1141,15,14333,273,676,73,2040,97,252,108,440,104,633,77,785,54,763,181,1121,183,991,150,1223,58,1498,191,1160,189,1018,128,625,131,1108,37,578,170,10,13,46,47,28,40,35,38,84,61,45,38,31,23,58,46,63,66,37,36,65,50,20,18,3,6,25,34,28,29,292,123,0,16,87,69,45,73,73,56,5,7,38,40,1,3,0,16,3,5,40,36,0,16,0,16,0,16,0,16,0,16,313,178,0,16,26,31,0,16,61,35,17,17,39,35,7,12,4,6,100,150,22,28,18,21,11,12,0,16,8,13,0,16,20,26,0,16,15,25,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,5,7
0500000US30069,30069,"Petroleum County, Montana",486,65,20,18,69,31,0,10,20,17,6,9,31,22,17,10,49,22,42,14,48,20,49,23,47,22,17,9,46,20,25,13,427,65,20,18,55,26,0,10,13,15,6,9,6,6,17,10,49,22,39,13,48,20,39,20,47,22,17,9,46,20,25,13,6,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,6,7,0,10,0,10,0,10,0,10,27,22,0,10,0,10,0,10,4,6,0,10,16,16,0,10,0,10,3,4,0,10,4,5,0,10,0,10,0,10,0,10,26,31,0,10,14,19,0,10,3,4,0,10,9,14,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30071,30071,"Phillips County, Montana",4132,28,183,28,700,*****,105,29,157,33,152,11,253,39,194,58,176,58,304,30,385,18,420,52,241,50,220,38,201,38,441,30,3811,121,161,39,649,37,72,26,94,37,100,42,233,49,161,51,173,59,288,20,374,21,416,53,241,50,207,36,201,38,441,30,116,64,15,21,6,6,9,14,12,13,46,42,0,10,17,16,0,10,0,10,6,7,2,6,0,10,3,6,0,10,0,10,135,74,7,9,39,33,24,23,17,15,1,2,4,6,9,10,3,5,16,34,5,7,0,10,0,10,10,13,0,10,0,10,52,37,0,10,6,14,0,10,34,31,5,10,0,10,7,8,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,18,24,0,10,0,10,0,10,0,10,0,10,16,23,0,10,0,10,0,10,0,10,2,4,0,10,0,10,0,10,0,10
0500000US30073,30073,"Pondera County, Montana",6159,27,362,27,1122,12,173,32,347,59,281,49,298,16,277,72,380,84,389,6,485,4,438,59,409,59,337,55,264,51,597,16,5228,161,265,46,959,58,134,41,191,53,226,45,224,49,231,67,248,59,348,30,453,20,411,57,385,60,322,56,261,51,570,21,489,145,45,30,101,61,25,23,63,37,21,21,44,27,40,28,72,49,20,23,24,19,2,3,3,3,12,13,0,14,17,19,188,77,9,8,17,14,14,14,7,7,29,15,20,33,4,5,16,19,21,26,5,10,24,20,12,10,0,14,0,14,10,11,223,92,43,30,28,25,0,14,86,72,5,7,10,10,2,5,33,31,0,14,0,14,1,2,9,10,3,4,3,4,0,14,31,26,0,14,17,13,0,14,0,14,0,14,0,14,0,14,11,13,0,14,3,4,0,14,0,14,0,14,0,14,0,14
0500000US30075,30075,"Powder River County, Montana",1705,109,66,24,261,48,50,22,47,19,80,23,65,15,105,36,34,24,117,27,174,23,142,33,157,44,107,29,104,31,196,35,1521,117,52,23,226,45,39,26,29,16,66,26,47,16,103,37,29,23,109,28,154,24,137,33,155,44,107,29,80,25,188,36,44,33,4,7,6,8,0,10,5,6,0,10,3,5,0,10,0,10,6,7,11,12,0,10,0,10,0,10,9,10,0,10,95,47,4,4,24,18,9,13,3,5,4,6,11,13,2,3,5,7,0,10,5,7,5,8,0,10,0,10,15,33,8,11,45,20,6,10,5,5,2,5,10,13,10,9,4,7,0,10,0,10,2,4,4,5,0,10,2,3,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
